"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 10월 04일","4,902,000","4,977,000","4,988,000","4,851,000","10.70K","-1.51%"
"2017년 10월 03일","4,977,000","5,020,000","5,056,000","4,842,000","16.41K","-0.86%"
"2017년 10월 02일","5,020,000","4,958,000","5,094,000","4,956,000","19.40K","1.25%"
"2017년 10월 01일","4,958,000","4,891,000","4,979,000","4,813,000","16.23K","1.37%"
"2017년 09월 30일","4,891,000","4,658,000","4,898,000","4,654,000","15.00K","5.00%"
"2017년 09월 29일","4,658,000","4,592,000","4,710,000","4,478,000","14.06K","1.44%"
"2017년 09월 28일","4,592,000","4,654,000","4,791,000","4,518,000","21.44K","-1.33%"
"2017년 09월 27일","4,654,000","4,320,000","4,680,000","4,313,000","15.78K","7.73%"
"2017년 09월 26일","4,320,000","4,319,000","4,420,000","4,306,000","10.88K","0.02%"
"2017년 09월 25일","4,319,000","4,153,000","4,334,000","4,150,000","13.31K","4.00%"
"2017년 09월 24일","4,153,000","4,272,000","4,275,000","4,151,000","7.47K","-2.79%"
"2017년 09월 23일","4,272,000","4,156,000","4,330,000","4,101,000","9.71K","2.79%"
"2017년 09월 22일","4,156,000","4,096,000","4,255,000","4,051,000","10.61K","1.46%"
"2017년 09월 21일","4,096,000","4,373,000","4,411,000","4,062,000","13.39K","-6.33%"
"2017년 09월 20일","4,373,000","4,394,000","4,456,000","4,340,000","10.20K","-0.48%"
"2017년 09월 19일","4,394,000","4,459,000","4,498,000","4,215,000","15.38K","-1.46%"
"2017년 09월 18일","4,459,000","4,082,000","4,481,000","4,075,000","22.52K","9.24%"
"2017년 09월 17일","4,082,000","4,121,000","4,186,000","3,920,000","13.96K","-0.95%"
"2017년 09월 16일","4,121,000","4,167,000","4,322,000","3,900,000","19.56K","-1.10%"
"2017년 09월 15일","4,167,000","3,424,000","4,345,000","3,303,000","49.49K","21.70%"
"2017년 09월 14일","3,424,000","4,462,000","4,539,000","3,420,000","27.98K","-23.26%"
"2017년 09월 13일","4,462,000","4,707,000","4,722,000","4,401,000","16.94K","-5.21%"
"2017년 09월 12일","4,707,000","4,791,000","4,868,000","4,683,000","12.99K","-1.75%"
"2017년 09월 11일","4,791,000","4,715,000","4,939,000","4,680,000","13.57K","1.61%"
"2017년 09월 10일","4,715,000","4,870,000","4,872,000","4,443,000","10.96K","-3.18%"
"2017년 09월 09일","4,870,000","4,934,000","4,939,000","4,750,000","12.73K","-1.30%"
"2017년 09월 08일","4,934,000","5,082,000","5,118,000","4,700,000","17.31K","-2.91%"
"2017년 09월 07일","5,082,000","5,068,000","5,140,000","4,950,000","12.92K","0.28%"
"2017년 09월 06일","5,068,000","4,962,000","5,097,000","4,906,000","15.78K","2.14%"
"2017년 09월 05일","4,962,000","4,801,000","5,047,000","4,250,000","25.89K","3.35%"
"2017년 09월 04일","4,801,000","5,141,000","5,144,000","4,680,000","19.06K","-6.61%"
"2017년 09월 03일","5,141,000","5,105,000","5,295,000","4,900,000","15.60K","0.71%"
"2017년 09월 02일","5,105,000","5,355,000","5,510,000","4,860,000","20.36K","-4.67%"
"2017년 09월 01일","5,355,000","5,184,000","5,356,000","5,179,000","12.91K","3.30%"
"2017년 08월 31일","5,184,000","5,056,000","5,218,000","5,046,000","11.19K","2.53%"
"2017년 08월 30일","5,056,000","5,091,000","5,170,000","4,975,000","12.50K","-0.69%"
"2017년 08월 29일","5,091,000","4,910,000","5,139,000","4,880,000","17.35K","3.69%"
"2017년 08월 28일","4,910,000","4,887,000","4,916,000","4,770,000","14.89K","0.47%"
"2017년 08월 27일","4,887,000","4,913,000","4,959,000","4,880,000","8.71K","-0.53%"
"2017년 08월 26일","4,913,000","4,910,000","4,919,000","4,852,000","8.82K","0.06%"
"2017년 08월 25일","4,910,000","4,841,000","4,973,000","4,830,000","15.82K","1.43%"
"2017년 08월 24일","4,841,000","4,682,000","4,961,000","4,658,000","18.16K","3.40%"
"2017년 08월 23일","4,682,000","4,598,000","4,796,000","4,555,000","20.64K","1.83%"
"2017년 08월 22일","4,598,000","4,515,000","4,635,000","4,090,000","30.00K","1.84%"
"2017년 08월 21일","4,515,000","4,730,000","4,757,000","4,510,000","22.99K","-4.55%"
"2017년 08월 20일","4,730,000","4,809,000","4,849,000","4,723,000","15.01K","-1.64%"
"2017년 08월 19일","4,809,000","4,771,000","4,900,000","4,601,000","34.44K","0.80%"
"2017년 08월 18일","4,771,000","4,851,000","4,952,000","4,677,000","27.04K","-1.65%"
"2017년 08월 17일","4,851,000","4,952,000","5,055,000","4,850,000","35.20K","-2.04%"
"2017년 08월 16일","4,952,000","4,869,000","4,965,000","4,612,000","45.46K","1.70%"
"2017년 08월 15일","4,869,000","4,957,000","5,140,000","4,511,000","71.81K","-1.78%"
"2017년 08월 14일","4,957,000","4,720,000","4,960,000","4,560,000","48.36K","5.02%"
"2017년 08월 13일","4,720,000","4,482,000","5,080,000","4,300,000","73.72K","5.31%"
"2017년 08월 12일","4,482,000","4,177,000","4,500,000","4,111,000","42.73K","7.30%"
"2017년 08월 11일","4,177,000","3,868,000","4,200,000","3,861,000","31.86K","7.99%"
"2017년 08월 10일","3,868,000","3,798,000","3,890,000","3,769,000","12.81K","1.84%"
"2017년 08월 09일","3,798,000","3,865,000","3,883,000","3,600,000","21.96K","-1.73%"
"2017년 08월 08일","3,865,000","3,744,000","3,958,000","3,699,000","43.15K","3.23%"
"2017년 08월 07일","3,744,000","3,523,000","3,784,000","3,461,000","24.65K","6.27%"
"2017년 08월 06일","3,523,000","3,563,000","3,663,000","3,420,000","22.23K","-1.12%"
"2017년 08월 05일","3,563,000","3,164,000","3,566,000","3,156,000","53.54K","12.61%"
"2017년 08월 04일","3,164,000","3,093,000","3,198,000","3,059,000","29.69K","2.30%"
"2017년 08월 03일","3,093,000","3,043,000","3,111,000","3,040,000","8.67K","1.64%"
"2017년 08월 02일","3,043,000","3,055,000","3,087,000","3,024,000","6.17K","-0.39%"
"2017년 08월 01일","3,055,000","3,190,000","3,196,000","2,998,000","14.24K","-4.23%"
"2017년 07월 31일","3,190,000","3,108,000","3,198,000","3,054,000","17.34K","2.64%"
"2017년 07월 30일","3,108,000","3,064,000","3,148,000","3,001,000","16.83K","1.44%"
"2017년 07월 29일","3,064,000","3,192,000","3,193,000","2,960,000","31.80K","-4.01%"
"2017년 07월 28일","3,192,000","2,989,000","3,238,000","2,989,000","51.40K","6.79%"
"2017년 07월 27일","2,989,000","2,851,000","3,001,000","2,840,000","16.98K","4.84%"
"2017년 07월 26일","2,851,000","2,931,000","2,977,000","2,763,000","18.09K","-2.73%"
"2017년 07월 25일","2,931,000","3,064,000","3,084,000","2,759,000","31.28K","-4.34%"
"2017년 07월 24일","3,064,000","3,044,000","3,089,000","3,003,000","13.71K","0.66%"
"2017년 07월 23일","3,044,000","3,120,000","3,141,000","2,980,000","22.45K","-2.44%"
"2017년 07월 22일","3,120,000","2,974,000","3,197,000","2,950,000","32.88K","4.91%"
"2017년 07월 21일","2,974,000","3,235,000","3,244,000","2,916,000","38.44K","-8.07%"
"2017년 07월 20일","3,235,000","2,641,000","3,399,000","2,621,000","42.26K","22.49%"
"2017년 07월 19일","2,641,000","2,764,000","2,766,000","2,510,000","23.02K","-4.45%"
"2017년 07월 18일","2,764,000","2,643,000","2,830,000","2,445,000","30.26K","4.58%"
"2017년 07월 17일","2,643,000","2,213,000","2,676,000","2,164,000","23.88K","19.43%"
"2017년 07월 16일","2,213,000","2,214,000","2,334,000","1,800,000","22.05K","-0.05%"
"2017년 07월 15일","2,214,000","2,632,000","2,637,000","2,085,000","19.22K","-15.88%"
"2017년 07월 14일","2,632,000","2,822,000","2,823,000","2,600,000","12.41K","-6.73%"
"2017년 07월 13일","2,822,000","2,893,000","2,940,000","2,804,000","11.30K","-2.45%"
"2017년 07월 12일","2,893,000","2,859,000","2,893,000","2,789,000","13.89K","1.19%"
"2017년 07월 11일","2,859,000","2,959,000","2,978,000","2,705,000","16.45K","-3.38%"
"2017년 07월 10일","2,959,000","3,019,000","3,035,000","2,789,000","11.00K","-1.99%"
"2017년 07월 09일","3,019,000","3,085,000","3,098,000","3,014,000","5.36K","-2.14%"
"2017년 07월 08일","3,085,000","3,076,000","3,086,000","2,931,000","8.70K","0.29%"
"2017년 07월 07일","3,076,000","3,117,000","3,125,000","3,040,000","10.48K","-1.32%"
"2017년 07월 06일","3,117,000","3,113,000","3,129,000","3,078,000","7.66K","0.13%"
"2017년 07월 05일","3,113,000","3,142,000","3,150,000","3,042,000","11.21K","-0.92%"
"2017년 07월 04일","3,142,000","3,083,000","3,168,000","3,075,000","12.56K","1.91%"
"2017년 07월 03일","3,083,000","3,009,000","3,150,000","3,001,000","14.52K","2.46%"
"2017년 07월 02일","3,009,000","3,060,000","3,060,000","2,929,000","11.15K","-1.67%"
"2017년 07월 01일","3,060,000","3,079,000","3,099,000","3,012,000","9.47K","-0.62%"
"2017년 06월 30일","3,079,000","3,062,000","3,124,000","3,052,000","11.88K","0.56%"
"2017년 06월 29일","3,062,000","3,134,000","3,145,000","3,030,000","14.79K","-2.30%"
"2017년 06월 28일","3,134,000","3,155,000","3,179,000","3,030,000","20.72K","-0.67%"
"2017년 06월 27일","3,155,000","3,285,000","3,290,000","2,889,000","26.13K","-3.96%"
"2017년 06월 26일","3,285,000","3,387,000","3,397,000","3,095,000","21.99K","-3.01%"
"2017년 06월 25일","3,387,000","3,365,000","3,450,000","3,304,000","11.07K","0.65%"
"2017년 06월 24일","3,365,000","3,451,000","3,451,000","3,340,000","14.78K","-2.49%"
"2017년 06월 23일","3,451,000","3,453,000","3,494,000","3,400,000","18.63K","-0.06%"
"2017년 06월 22일","3,453,000","3,429,000","3,482,000","3,350,000","21.24K","0.70%"
"2017년 06월 21일","3,429,000","3,425,000","3,545,000","3,280,000","34.02K","0.12%"
"2017년 06월 20일","3,425,000","3,234,000","3,499,000","3,229,000","27.07K","5.91%"
"2017년 06월 19일","3,234,000","3,163,000","3,240,000","3,163,000","17.91K","2.24%"
"2017년 06월 18일","3,163,000","3,223,000","3,243,000","3,120,000","12.20K","-1.86%"
"2017년 06월 17일","3,223,000","3,052,000","3,250,000","3,040,000","18.09K","5.60%"
"2017년 06월 16일","3,052,000","3,061,000","3,083,000","2,993,000","14.65K","-0.29%"
"2017년 06월 15일","3,061,000","3,027,000","3,084,000","2,675,000","31.18K","1.12%"
"2017년 06월 14일","3,027,000","3,193,000","3,235,000","2,851,000","24.36K","-5.20%"
"2017년 06월 13일","3,193,000","3,208,000","3,270,000","3,176,000","20.94K","-0.47%"
"2017년 06월 12일","3,208,000","3,327,000","3,395,000","3,101,000","24.73K","-3.58%"
"2017년 06월 11일","3,327,000","3,280,000","3,330,000","3,235,000","19.14K","1.43%"
"2017년 06월 10일","3,280,000","3,265,000","3,336,000","3,251,000","18.58K","0.46%"
"2017년 06월 09일","3,265,000","3,273,000","3,335,000","3,238,000","16.94K","-0.24%"
"2017년 06월 08일","3,273,000","3,246,000","3,296,000","3,161,000","22.07K","0.83%"
"2017년 06월 07일","3,246,000","3,390,000","3,390,000","3,204,000","18.75K","-4.25%"
"2017년 06월 06일","3,390,000","3,188,000","3,449,000","3,185,000","32.90K","6.34%"
"2017년 06월 05일","3,188,000","3,061,000","3,193,000","3,060,000","18.12K","4.15%"
"2017년 06월 04일","3,061,000","3,110,000","3,120,000","3,053,000","12.15K","-1.58%"
"2017년 06월 03일","3,110,000","3,169,000","3,196,000","3,000,000","17.75K","-1.86%"
"2017년 06월 02일","3,169,000","3,142,000","3,196,000","3,053,000","20.77K","0.86%"
"2017년 06월 01일","3,142,000","3,035,000","3,158,000","3,030,000","14.49K","3.53%"
"2017년 05월 31일","3,035,000","3,144,000","3,156,000","2,963,000","23.35K","-3.47%"
"2017년 05월 30일","3,144,000","3,206,000","3,300,000","3,100,000","19.77K","-1.93%"
"2017년 05월 29일","3,206,000","3,149,000","3,340,000","2,966,000","21.06K","1.81%"
"2017년 05월 28일","3,149,000","3,152,000","3,400,000","2,850,000","22.33K","-0.10%"
"2017년 05월 27일","3,152,000","3,227,000","3,288,000","2,460,000","33.75K","-2.32%"
"2017년 05월 26일","3,227,000","4,199,000","4,200,000","2,900,000","36.65K","-23.15%"
"2017년 05월 25일","4,199,000","4,175,000","4,840,000","3,102,000","35.91K","0.57%"
"2017년 05월 24일","4,175,000","3,206,000","4,314,000","3,206,000","34.68K","30.22%"
"2017년 05월 23일","3,206,000","3,104,000","3,281,000","3,081,000","21.58K","3.29%"
